poi_row_id,poi_group,city,district,query_keyword,query_type_code,adcode,search_mode,source_id,poi_id,poi_name,poi_type,poi_typecode,address,location_gcj02,tel,parent_id,business_area,query_batch_id,duplicate_flag,manual_check_flag
poi_8c889d4791ed,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11470802,玄武门地铁站南(公交站),交通设施服务;公交车站;公交车站相关,150700,1路;25路;28路;30路;33路;35路;Y1路夜间;Y2路夜间,"118.784141,32.067457",[],[],,poiquery_b48990d94a8c,0,0
poi_d251206b8193,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11441422,顾家营路南(公交站),交通设施服务;公交车站;公交车站相关,150700,203路;212路,"118.883093,32.036067",[],[],,poiquery_b48990d94a8c,0,0
poi_47034197f479,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11676372,明孝陵(公交站),交通设施服务;公交车站;公交车站相关,150700,(停运)G16路钟山线;20路;20路观光区间;315路;G24路;G25路(钟山5号线);G26路,"118.835108,32.048329",[],[],,poiquery_b48990d94a8c,0,0
poi_6bcc5071a851,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11676370,四方城(公交站),交通设施服务;公交车站;公交车站相关,150700,观光车1号线,"118.840638,32.044838",[],[],,poiquery_b48990d94a8c,0,0
poi_b8c7ab9bac59,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11676369,中山陵停车场(公交站),交通设施服务;公交车站;公交车站相关,150700,(停运)观光车6号线;34路;G23路;观光车2号线;观光车3号线,"118.849568,32.047947",[],[],,poiquery_b48990d94a8c,0,0
poi_2020d6065fba,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11646892,童卫路中(公交站),交通设施服务;公交车站;公交车站相关,150700,84路,"118.839996,32.035807",[],[],,poiquery_b48990d94a8c,0,0
poi_7edb4edf119e,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11646258,童卫路北(公交站),交通设施服务;公交车站;公交车站相关,150700,84路,"118.840610,32.037909",[],[],,poiquery_b48990d94a8c,0,0
poi_e6e76684ac02,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11644091,童卫路南(公交站),交通设施服务;公交车站;公交车站相关,150700,84路,"118.838455,32.030842",[],[],,poiquery_b48990d94a8c,0,0
poi_48de49b51bfc,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11537640,顾家营路·钟秀街(公交站),交通设施服务;公交车站;公交车站相关,150700,212路,"118.881962,32.037556",[],[],,poiquery_b48990d94a8c,0,0
poi_b6b1569e9195,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11537639,顾家营路北(公交站),交通设施服务;公交车站;公交车站相关,150700,212路,"118.878303,32.042951",[],[],,poiquery_b48990d94a8c,0,0
poi_a754dc067559,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11537638,顾家营路中(公交站),交通设施服务;公交车站;公交车站相关,150700,212路,"118.880104,32.040482",[],[],,poiquery_b48990d94a8c,0,0
poi_957665712e25,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09010120,明孝陵(公交站),交通设施服务;公交车站;公交车站相关,150700,(停运)观光车6号线,"118.841809,32.052953",[],[],,poiquery_b48990d94a8c,0,0
poi_00f1e82a935b,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11507319,墨香路总站(公交站),交通设施服务;公交车站;公交车站相关,150700,10路;131路;165路;175路;28路;2路;311路;Y10路夜间,"118.831904,32.094268",[],[],,poiquery_b48990d94a8c,0,0
poi_2b01138344c2,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11498825,光华路·桃园路(公交站),交通设施服务;公交车站;公交车站相关,150700,718路,"118.880794,32.020421",[],[],,poiquery_b48990d94a8c,0,0
poi_33fa7fa1b1a8,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09026892,大石桥(公交站),交通设施服务;公交车站;公交车站相关,150700,70路;95路,"118.789180,32.053940",[],[],,poiquery_b48990d94a8c,0,0
poi_6747d6131264,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11370778,红山森林动物园(公交站),交通设施服务;公交车站;公交车站相关,150700,40路;501路;66路;74路;Y23路夜间;Y32路夜间,"118.809058,32.093012",[],[],,poiquery_b48990d94a8c,0,0
poi_3d649da696d9,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11362026,花园路中(公交站),交通设施服务;公交车站;公交车站相关,150700,10路;115路;131路;311路;69路;70路,"118.823710,32.081199",[],[],,poiquery_b48990d94a8c,0,0
poi_c76a20f66a94,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11348321,运粮河西路中(公交站),交通设施服务;公交车站;公交车站相关,150700,314路,"118.893477,32.025065",[],[],,poiquery_b48990d94a8c,0,0
poi_cd4b7295cf21,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11303965,沧波门南街(公交站),交通设施服务;公交车站;公交车站相关,150700,314路,"118.886263,32.023220",[],[],,poiquery_b48990d94a8c,0,0
poi_e46dccbbab8f,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11303964,沧波门南街北(公交站),交通设施服务;公交车站;公交车站相关,150700,314路,"118.883468,32.026610",[],[],,poiquery_b48990d94a8c,0,0
poi_66a474990f90,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11303963,马高路·沧波门北街(公交站),交通设施服务;公交车站;公交车站相关,150700,314路;315路,"118.886714,32.029549",[],[],,poiquery_b48990d94a8c,0,0
poi_585842773540,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11303962,运粮河西路·沧波门北街(公交站),交通设施服务;公交车站;公交车站相关,150700,314路,"118.888773,32.022422",[],[],,poiquery_b48990d94a8c,0,0
poi_bb48a598f597,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11256896,运粮河西路·紫霞路(公交站),交通设施服务;公交车站;公交车站相关,150700,58路,"118.881593,32.016970",[],[],,poiquery_b48990d94a8c,0,0
poi_a08cbd78801c,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11199658,中山门大街·柳营西路(公交站),交通设施服务;公交车站;公交车站相关,150700,142路;164路;212路;312路;55路;89路,"118.872749,32.041332",[],[],,poiquery_b48990d94a8c,0,0
poi_56385235e318,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11156914,玄武湖台城(公交站),交通设施服务;公交车站;公交车站相关,150700,304路,"118.796042,32.062826",[],[],,poiquery_b48990d94a8c,0,0
poi_c8ddd053ad49,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11149844,成贤街·东南大学(公交站),交通设施服务;公交车站;公交车站相关,150700,304路,"118.795977,32.054423",[],[],,poiquery_b48990d94a8c,0,0
poi_d4d43c40403b,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11132122,灵谷寺路(公交站),交通设施服务;公交车站;公交车站相关,150700,202路,"118.865147,32.038705",[],[],,poiquery_b48990d94a8c,0,0
poi_35a44d97af56,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11128707,双拜岗东(公交站),交通设施服务;公交车站;公交车站相关,150700,315路,"118.872176,32.029075",[],[],,poiquery_b48990d94a8c,0,0
poi_5ee8de472495,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11127612,灵谷寺公园(公交站),交通设施服务;公交车站;公交车站相关,150700,(停运)G16路钟山线;202路;G29路,"118.864910,32.050294",[],[],,poiquery_b48990d94a8c,0,0
poi_6f028743af93,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11126191,梅花谷南门(公交站),交通设施服务;公交车站;公交车站相关,150700,(停运)G16路钟山线;315路;G24路;G26路,"118.834529,32.042539",[],[],,poiquery_b48990d94a8c,0,0
poi_54bb2de92d2a,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11064496,梅花谷西门(公交站),交通设施服务;公交车站;公交车站相关,150700,20路;20路观光区间;315路,"118.833071,32.045675",[],[],,poiquery_b48990d94a8c,0,0
poi_2fd105cbc8df,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10056700,进香河(公交站),交通设施服务;公交车站;公交车站相关,150700,26路;46路;95路,"118.790487,32.053637",[],[],,poiquery_b48990d94a8c,0,0
poi_e61598708289,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09165940,海底世界(公交站),交通设施服务;公交车站;公交车站相关,150700,(停运)G16路钟山线;大环线;观光车1号线;观光车3号线,"118.845819,32.052681",[],[],,poiquery_b48990d94a8c,0,0
poi_3a020b45a1bc,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10054759,经五立交(公交站),交通设施服务;公交车站;公交车站相关,150700,115路;118路;11路;125路;146路;162路;311路;68路;69路;6路;Y10路夜间;Y11路夜间,"118.832449,32.089727",[],[],,poiquery_b48990d94a8c,0,0
poi_9bc593da667f,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV11602146,南京火车站东广场(公交站),交通设施服务;公交车站;公交车站相关,150700,机场巴士1号线,"118.798867,32.084089",[],[],,poiquery_b48990d94a8c,0,0
poi_2475cf1faac5,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09385640,徐庄地铁站(公交站),交通设施服务;公交车站;公交车站相关,150700,50路,"118.888686,32.085077",[],[],,poiquery_b48990d94a8c,0,0
poi_03f6c0ce184b,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09261582,太阳门门口(公交站),交通设施服务;公交车站;公交车站相关,150700,南京海底世界接驳车,"118.840426,32.039529",[],[],,poiquery_b48990d94a8c,0,0
poi_b407c24ef35c,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09261580,南京海底世界(公交站),交通设施服务;公交车站;公交车站相关,150700,南京海底世界接驳车,"118.845166,32.052681",[],[],,poiquery_b48990d94a8c,0,0
poi_491b6a701744,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09166014,明孝陵7号门(公交站),交通设施服务;公交车站;公交车站相关,150700,大环线;孝陵卫游览线,"118.842065,32.052591",[],[],,poiquery_b48990d94a8c,0,0
poi_aba7a1576646,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09166008,东郊国宾馆(公交站),交通设施服务;公交车站;公交车站相关,150700,大环线;孝陵卫游览线,"118.845125,32.055045",[],[],,poiquery_b48990d94a8c,0,0
poi_71711f84252d,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10986040,马高路西(公交站),交通设施服务;公交车站;公交车站相关,150700,312路;315路,"118.889679,32.031967",[],[],,poiquery_b48990d94a8c,0,0
poi_02772b955078,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10643905,启迪大街·运粮河西路(公交站),交通设施服务;公交车站;公交车站相关,150700,314路,"118.895568,32.025022",[],[],,poiquery_b48990d94a8c,0,0
poi_e4143f27ced3,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10632017,启迪大街·马高路(公交站),交通设施服务;公交车站;公交车站相关,150700,312路;314路,"118.888144,32.032398",[],[],,poiquery_b48990d94a8c,0,0
poi_ac6b3f4b5729,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10506534,紫金南苑(公交站),交通设施服务;公交车站;公交车站相关,150700,89路;Y4路夜间,"118.847076,32.023338",[],[],,poiquery_b48990d94a8c,0,0
poi_82d78e805181,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10331604,双拜岗西(公交站),交通设施服务;公交车站;公交车站相关,150700,315路,"118.865105,32.031005",[],[],,poiquery_b48990d94a8c,0,0
poi_c71e7443c09f,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10056609,银城东苑(公交站),交通设施服务;公交车站;公交车站相关,150700,203路;211路;306路;4路;52路;99路;Y4路夜间;Y7路夜间,"118.846075,32.023331",[],[],,poiquery_b48990d94a8c,0,0
poi_921433b31486,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10055220,双拜岗(公交站),交通设施服务;公交车站;公交车站相关,150700,315路,"118.868706,32.030648",[],[],,poiquery_b48990d94a8c,0,0
poi_0f1fe68b6b54,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10054602,紫金东路(公交站),交通设施服务;公交车站;公交车站相关,150700,115路;718路,"118.859077,32.022949",[],[],,poiquery_b48990d94a8c,0,0
poi_ee72f737bb25,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09514685,紫金睿谷(公交站),交通设施服务;公交车站;公交车站相关,150700,315路,"118.881931,32.026743",[],[],,poiquery_b48990d94a8c,0,0
poi_c6b45cf24435,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09405756,胜利村路·南理工路(公交站),交通设施服务;公交车站;公交车站相关,150700,212路;36路,"118.853162,32.022635",[],[],,poiquery_b48990d94a8c,0,0
poi_238d9737e723,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09384758,盛和家园(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,150700,315路,"118.890486,32.032790",[],[],,poiquery_b48990d94a8c,0,0
poi_5ac54830c705,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09369380,钟秀街中(公交站),交通设施服务;公交车站;公交车站相关,150700,203路;310路,"118.880192,32.037078",[],[],,poiquery_b48990d94a8c,0,0
poi_4cce855405de,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09361320,钟秀街西(公交站),交通设施服务;公交车站;公交车站相关,150700,203路;310路,"118.877019,32.035413",[],[],,poiquery_b48990d94a8c,0,0
poi_6b0789ad1ff2,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09360155,钟秀街东(公交站),交通设施服务;公交车站;公交车站相关,150700,203路;310路,"118.883391,32.038905",[],[],,poiquery_b48990d94a8c,0,0
poi_6acd623a582b,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09359707,柳营西路南(公交站),交通设施服务;公交车站;公交车站相关,150700,203路;310路,"118.874207,32.036897",[],[],,poiquery_b48990d94a8c,0,0
poi_9c95b206d74a,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV09272839,招呼站(公交站),交通设施服务;公交车站;公交车站相关,150700,312路,"118.890486,32.032790",[],[],,poiquery_b48990d94a8c,0,0
poi_72f84d387fb4,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10996374,明孝陵停车场(公交站),交通设施服务;公交车站;公交车站相关,150700,20路;20路观光区间;G24路,"118.836891,32.041886",[],[],,poiquery_b48990d94a8c,0,0
poi_d8ae8f2ba5b2,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10969838,下马坊(公交站),交通设施服务;公交车站;公交车站相关,150700,34路;G23路,"118.848185,32.039299",[],[],,poiquery_b48990d94a8c,0,0
poi_b5ec44947066,support,南京,玄武区,公交站,,320100,city_keyword_prefix,AMAP_POI_DOC,BV10969837,博爱园(公交站),交通设施服务;公交车站;公交车站相关,150700,34路;G23路,"118.848894,32.044214",[],[],,poiquery_b48990d94a8c,0,0
poi_0a68d20e8b30,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B001911O4V,玄武区玄武湖社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,板仓街288号(蒋王庙地铁站2号口步行400米),"118.827930,32.075655",025-85280034,[],,poiquery_23c24649f33d,0,0
poi_7dda20c02c86,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B0FFI5I2VI,玄武区兰园社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,珠江路318号(浮桥地铁站2号口步行290米),"118.793205,32.048761",025-83352398;025-83367164,[],,poiquery_23c24649f33d,0,0
poi_c89041e534a3,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B0FFHKJC71,玄武区新街口社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,杨将军巷21号,"118.792884,32.046272",025-86642126,[],,poiquery_23c24649f33d,0,0
poi_b8413d58dca6,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B0HAKKEB5Z,玄武门社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,天山路5-2号,"118.788699,32.064781",025-57711974,[],,poiquery_23c24649f33d,0,0
poi_f14495419462,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B0IU6SI9F4,玄武区孝陵卫社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,东苑路30号,"118.844527,32.025131",025-83603332,[],,poiquery_23c24649f33d,0,0
poi_879b90bf4b13,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B001904B83,玄武区锁金村社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,锁金村63号,"118.817709,32.070817",025-85407662;025-85412506,[],,poiquery_23c24649f33d,0,0
poi_d5fc1f42ba3d,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B00190CXUB,玄武区后宰门社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,后宰门西村10号,"118.819114,32.046898",025-84823484,[],,poiquery_23c24649f33d,0,0
poi_4c5eea3260dd,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B0IKOU4138,玄武区红山社区卫生服务中心发热门诊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,营苑南路102号,"118.828476,32.103007",[],[],,poiquery_23c24649f33d,0,0
poi_27b65c2a4c57,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B0IKRCQ7SK,玄武区玄武湖社区卫生服务中心发热门诊,医疗保健服务;医疗保健服务场所;医疗保健服务场所,090000,蒋王庙街与花园路交叉口东北80米,"118.827895,32.075646",[],[],,poiquery_23c24649f33d,0,0
poi_e154a2d66ee4,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B001907DHU,玄武区天山路社区卫生服务站,医疗保健服务;综合医院;卫生院,090102,天山路10号,"118.789094,32.063150",025-83696380,[],,poiquery_23c24649f33d,0,0
poi_563cf08574f5,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B0HKTUDIWW,孝陵卫社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,双拜巷78号,"118.868142,32.030535",025-83215993,[],,poiquery_23c24649f33d,0,0
poi_c2efe9bb4c82,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B001913DLI,仙鹤门社区卫生服务中心,医疗保健服务;综合医院;卫生院,090102,鹤鸣路59号,"118.898811,32.089901",025-85862023,[],,poiquery_23c24649f33d,0,0
poi_5f6568db90f9,support,南京,玄武区,社区卫生服务中心,,320100,city_keyword_prefix,AMAP_POI_DOC,B0MBZABWO1,南京市玄武区孝陵卫社区卫生服务中心地上停车场,交通设施服务;停车场;公共停车场,150904,双拜巷78号孝陵卫社区卫生服务中心,"118.868125,32.030625",[],B0HKTUDIWW,,poiquery_23c24649f33d,0,0
